               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 478,            0.020752,              0.0102,           0.0066546,             0.84548,             0.75377,             0.83194,             0.54727,            0.031502,           0.0051804,            0.018357,           0.0005554,           0.0005554,           0.0005554
                 479,              0.0209,           0.0099886,           0.0063605,             0.84391,             0.78773,              0.8461,             0.55894,            0.035607,           0.0051565,            0.018868,           0.0005356,           0.0005356,           0.0005356
                 480,             0.02061,           0.0098337,           0.0063814,             0.84667,             0.76205,             0.84234,             0.55577,            0.032318,           0.0050085,            0.015175,           0.0005158,           0.0005158,           0.0005158
                 481,            0.020423,           0.0098141,           0.0062638,             0.82949,             0.79693,             0.84433,             0.55455,            0.034041,           0.0050479,            0.017216,            0.000496,            0.000496,            0.000496
                 482,             0.01978,           0.0098105,           0.0064954,             0.81768,             0.78273,             0.84292,             0.55182,            0.034739,           0.0048874,            0.019849,           0.0004762,           0.0004762,           0.0004762
                 483,            0.020735,           0.0098915,           0.0061153,             0.81237,             0.77198,             0.82708,             0.54677,            0.033579,           0.0052237,            0.019774,           0.0004564,           0.0004564,           0.0004564
                 484,            0.020408,           0.0097844,           0.0063974,             0.84668,             0.74965,             0.82312,             0.53703,            0.031723,           0.0051167,            0.021944,           0.0004366,           0.0004366,           0.0004366
                 485,            0.020499,           0.0098837,           0.0066244,             0.83538,             0.76582,             0.82482,             0.54577,            0.034832,           0.0050486,            0.026138,           0.0004168,           0.0004168,           0.0004168
                 486,            0.020167,           0.0099303,           0.0063807,             0.83202,             0.73949,              0.8161,             0.53103,            0.034633,           0.0049998,            0.024042,            0.000397,            0.000397,            0.000397
                 487,            0.020145,           0.0098562,           0.0066764,             0.83625,              0.7786,             0.82666,             0.55043,            0.032054,           0.0050906,             0.01528,           0.0003772,           0.0003772,           0.0003772
                 488,            0.020018,           0.0098297,           0.0067294,             0.82393,             0.78327,             0.83057,             0.54725,            0.035055,           0.0049097,               0.023,           0.0003574,           0.0003574,           0.0003574
                 489,            0.019903,           0.0096994,           0.0066323,             0.76195,             0.82488,             0.84009,             0.54816,            0.033863,           0.0050064,             0.02072,           0.0003376,           0.0003376,           0.0003376
                 490,            0.020188,            0.010013,            0.006646,             0.73826,             0.82127,             0.81829,             0.54178,            0.033557,           0.0049203,            0.023085,           0.0003178,           0.0003178,           0.0003178
                 491,            0.019808,           0.0098413,           0.0066145,              0.8071,             0.78606,              0.8459,             0.55476,               0.033,           0.0052474,            0.018154,            0.000298,            0.000298,            0.000298
                 492,            0.020127,            0.010015,           0.0063961,             0.85412,             0.73355,             0.82573,             0.54676,             0.03199,           0.0050345,            0.020122,           0.0002782,           0.0002782,           0.0002782
                 493,            0.019764,           0.0096356,           0.0060814,             0.78921,             0.79186,             0.82367,             0.55032,             0.03474,           0.0049014,             0.02299,           0.0002584,           0.0002584,           0.0002584
                 494,            0.019977,           0.0099906,           0.0064346,             0.78636,             0.78816,             0.82463,             0.54316,            0.035952,           0.0049486,            0.028289,           0.0002386,           0.0002386,           0.0002386
                 495,            0.019678,           0.0097587,           0.0064943,             0.82401,             0.80301,             0.84018,             0.56009,            0.034389,           0.0050644,            0.018151,           0.0002188,           0.0002188,           0.0002188
                 496,            0.019762,           0.0099369,           0.0064349,             0.84293,             0.76736,             0.83514,             0.56597,            0.033414,           0.0051971,            0.017427,            0.000199,            0.000199,            0.000199
                 497,            0.020191,           0.0098449,           0.0061455,             0.82762,             0.75486,              0.8161,             0.54592,            0.032419,           0.0049351,            0.020007,           0.0001792,           0.0001792,           0.0001792
                 498,            0.020149,           0.0097404,           0.0064008,             0.83663,             0.75061,             0.81861,             0.54309,            0.035612,           0.0050736,            0.023736,           0.0001594,           0.0001594,           0.0001594
                 499,            0.019662,           0.0098184,           0.0059906,             0.81684,             0.76442,             0.82973,             0.55016,            0.034185,           0.0049931,            0.025049,           0.0001396,           0.0001396,           0.0001396
